order_id,customer_id,order_date,order_status,gross_amount,discount_amount,shipping_fee,net_amount,items_count
O00398,C0162,2024-07-30,completed,371.75,37.18,0,334.57,3
O00399,C0162,2024-10-04,completed,386.64,0.0,7.99,394.63,3
O00400,C0163,2024-01-29,completed,174.79,0.0,7.99,182.78,4
O00401,C0163,2024-03-05,completed,66.81,6.68,7.99,68.12,4
O00402,C0164,2025-01-06,completed,249.23,12.46,7.99,244.76,6
O00403,C0164,2025-02-16,completed,256.08,38.41,7.99,225.66,1
O00404,C0164,2025-03-19,completed,134.76,13.48,4.99,126.27,1
O00405,C0164,2025-05-28,completed,154.12,7.71,0,146.41,2
O00406,C0165,2024-07-28,completed,91.62,9.16,0,82.46,2
O00407,C0167,2025-08-07,completed,339.81,0.0,7.99,347.8,5
O00408,C0167,2025-09-21,completed,133.8,0.0,0,133.8,5
O00409,C0167,2025-10-28,completed,125.47,0.0,0,125.47,3
O00410,C0168,2024-08-27,returned,210.87,10.54,0,200.33,2
O00411,C0168,2024-10-16,completed,321.63,16.08,0,305.55,3
O00412,C0169,2025-11-19,returned,349.02,34.9,0,314.12,2
O00413,C0169,2025-12-15,completed,332.72,0.0,0,332.72,5
O00414,C0169,2026-01-11,completed,337.63,33.76,4.99,308.86,1
O00415,C0169,2026-01-31,completed,91.48,13.72,0,77.76,3
O00416,C0170,2025-04-05,completed,320.3,32.03,0,288.27,4
O00417,C0171,2024-10-30,cancelled,303.55,15.18,0,288.37,2
O00418,C0172,2025-01-24,cancelled,84.18,4.21,0,79.97,3
O00419,C0173,2024-10-30,completed,440.09,22.0,7.99,426.08,2
O00420,C0174,2024-08-22,cancelled,266.15,0.0,0,266.15,4
O00421,C0175,2025-07-09,completed,239.53,23.95,4.99,220.57,3
O00422,C0176,2025-10-24,completed,152.41,15.24,7.99,145.16,3
O00423,C0176,2025-12-16,completed,165.95,24.89,0,141.06,6
O00424,C0177,2025-08-15,completed,224.97,0.0,0,224.97,1
O00425,C0180,2025-02-02,returned,98.82,0.0,4.99,103.81,6
O00426,C0180,2025-03-10,completed,88.67,0.0,0,88.67,1
O00427,C0181,2025-11-06,completed,367.46,36.75,7.99,338.7,6
O00428,C0181,2025-12-13,completed,238.19,35.73,4.99,207.45,5
O00429,C0181,2026-01-31,completed,371.56,18.58,4.99,357.97,1
O00430,C0182,2025-01-31,completed,69.85,10.48,4.99,64.36,4
O00431,C0183,2024-04-21,completed,79.67,11.95,4.99,72.71,6
O00432,C0183,2024-05-27,completed,68.93,0.0,0,68.93,4
O00433,C0183,2024-06-15,completed,53.78,8.07,0,45.71,6
O00434,C0183,2024-07-20,completed,145.01,7.25,0,137.76,6
O00435,C0183,2024-08-09,completed,42.43,6.36,0,36.07,6
O00436,C0183,2024-08-28,completed,395.54,59.33,0,336.21,5
O00437,C0184,2024-10-16,completed,46.13,6.92,0,39.21,4
O00438,C0184,2024-11-06,completed,227.32,34.1,4.99,198.21,2
O00439,C0184,2024-12-20,completed,230.67,34.6,7.99,204.06,3
O00440,C0184,2025-01-07,returned,77.61,11.64,4.99,70.96,6
O00441,C0184,2025-02-16,completed,131.24,0.0,7.99,139.23,5
O00442,C0184,2025-03-12,completed,304.04,45.61,0,258.43,6
O00443,C0185,2024-08-21,returned,131.32,6.57,7.99,132.74,3
O00444,C0185,2024-10-12,completed,321.64,0.0,4.99,326.63,2
O00445,C0186,2025-08-07,completed,213.71,10.69,0,203.02,4
O00446,C0186,2025-09-20,returned,354.29,35.43,0,318.86,5
O00447,C0186,2025-11-04,completed,52.42,0.0,0,52.42,2
O00448,C0186,2025-12-08,completed,328.89,49.33,0,279.56,3
O00449,C0186,2025-12-27,completed,176.65,8.83,0,167.82,6
O00450,C0186,2026-02-08,completed,136.86,20.53,0,116.33,4
O00451,C0186,2026-02-28,completed,430.01,43.0,0,387.01,1
O00452,C0187,2024-09-08,completed,417.85,20.89,7.99,404.95,6
O00453,C0187,2024-10-10,returned,317.56,31.76,0,285.8,1
O00454,C0188,2024-05-31,completed,258.03,38.7,0,219.33,5
O00455,C0189,2024-02-10,completed,80.83,0.0,0,80.83,5
O00456,C0190,2024-01-29,completed,311.77,15.59,4.99,301.17,2
O00457,C0190,2024-04-21,completed,114.91,11.49,4.99,108.41,6
O00458,C0191,2024-03-15,completed,448.55,67.28,4.99,386.26,2
O00459,C0191,2024-05-21,completed,88.69,0.0,0,88.69,1
O00460,C0191,2024-07-21,completed,84.29,12.64,0,71.65,5
O00461,C0191,2024-09-29,completed,83.86,8.39,0,75.47,4
O00462,C0192,2024-08-17,completed,208.29,20.83,7.99,195.45,3
O00463,C0193,2025-05-20,completed,96.83,9.68,0,87.15,6
O00464,C0193,2025-07-31,completed,199.09,0.0,4.99,204.08,6
O00465,C0194,2025-04-17,completed,114.86,0.0,7.99,122.85,4
O00466,C0195,2024-10-15,completed,219.36,21.94,4.99,202.41,4
O00467,C0195,2024-11-26,completed,207.2,20.72,4.99,191.47,1
O00468,C0195,2025-01-26,completed,110.81,0.0,0,110.81,4
O00469,C0195,2025-03-24,completed,170.0,0.0,0,170.0,1
O00470,C0195,2025-10-04,completed,169.55,25.43,0,144.12,2
O00471,C0196,2025-09-13,completed,203.94,30.59,0,173.35,2
O00472,C0196,2025-11-02,completed,278.26,0.0,0,278.26,6
O00473,C0196,2025-12-31,completed,220.08,11.0,0,209.08,2
O00474,C0197,2025-11-12,completed,306.02,15.3,0,290.72,4
O00475,C0198,2025-04-11,completed,64.02,0.0,4.99,69.01,2
O00476,C0198,2025-05-21,completed,148.3,14.83,0,133.47,5
O00477,C0198,2025-07-24,completed,90.5,0.0,7.99,98.49,1
O00478,C0199,2025-11-30,completed,305.28,0.0,4.99,310.27,3
O00479,C0199,2026-01-06,completed,383.25,0.0,0,383.25,2
O00480,C0199,2026-02-13,completed,43.21,4.32,0,38.89,5
O00481,C0200,2024-04-13,returned,37.96,5.69,0,32.27,5
O00482,C0201,2025-08-11,cancelled,359.63,17.98,0,341.65,6
O00483,C0201,2025-10-12,completed,214.51,32.18,0,182.33,5
O00484,C0201,2025-11-23,completed,349.99,17.5,0,332.49,4
O00485,C0201,2026-02-13,completed,432.48,21.62,0,410.86,3
O00486,C0202,2025-02-26,completed,356.94,53.54,0,303.4,5
O00487,C0202,2025-04-11,returned,415.44,62.32,0,353.12,6
O00488,C0202,2025-05-09,completed,131.74,0.0,4.99,136.73,4
O00489,C0202,2025-06-12,completed,315.45,0.0,4.99,320.44,5
O00490,C0202,2025-07-25,completed,141.36,21.2,4.99,125.15,4
O00491,C0202,2025-08-19,completed,164.14,8.21,0,155.93,5
O00492,C0204,2025-05-15,completed,300.83,15.04,0,285.79,6
O00493,C0205,2024-11-01,completed,126.05,0.0,0,126.05,4
O00494,C0205,2024-11-28,completed,353.86,35.39,4.99,323.46,2
O00495,C0205,2024-12-29,completed,53.22,0.0,0,53.22,2
O00496,C0205,2025-01-26,completed,176.02,8.8,0,167.22,2
O00497,C0205,2025-02-18,completed,224.32,22.43,0,201.89,5
O00498,C0205,2025-03-11,completed,278.74,27.87,0,250.87,1
O00499,C0205,2025-04-12,completed,436.88,65.53,0,371.35,4
O00500,C0205,2025-05-25,completed,346.79,34.68,4.99,317.1,2
O00501,C0205,2025-06-13,completed,235.57,35.34,4.99,205.22,4
O00502,C0207,2025-01-02,completed,214.49,21.45,4.99,198.03,4
O00503,C0207,2025-02-07,returned,145.23,0.0,0,145.23,3
O00504,C0207,2025-02-26,returned,114.12,5.71,7.99,116.4,1
O00505,C0207,2025-03-30,completed,249.07,37.36,4.99,216.7,1
O00506,C0207,2025-05-03,completed,425.9,63.88,0,362.02,5
O00507,C0207,2025-06-09,completed,159.35,0.0,7.99,167.34,2
O00508,C0207,2025-07-07,completed,366.65,55.0,4.99,316.64,4
O00509,C0207,2025-08-07,completed,315.08,15.75,0,299.33,5
O00510,C0207,2025-09-08,completed,223.69,22.37,7.99,209.31,3
O00511,C0208,2025-10-26,completed,273.66,27.37,7.99,254.28,6
O00512,C0208,2025-12-05,completed,154.48,23.17,0,131.31,6
O00513,C0209,2025-04-29,completed,225.0,11.25,7.99,221.74,6
O00514,C0211,2024-10-23,completed,448.06,0.0,0,448.06,3
O00515,C0212,2024-08-21,completed,39.46,0.0,0,39.46,6
O00516,C0213,2025-09-04,completed,382.98,0.0,0,382.98,5
O00517,C0213,2025-11-03,completed,405.47,20.27,4.99,390.19,6
O00518,C0213,2025-12-20,completed,219.25,0.0,0,219.25,2
O00519,C0213,2026-01-29,completed,117.99,0.0,4.99,122.98,1
O00520,C0215,2024-10-06,completed,85.13,4.26,0,80.87,2
O00521,C0215,2025-01-09,completed,39.97,2.0,4.99,42.96,6
O00522,C0216,2024-07-09,completed,166.96,25.04,0,141.92,5
O00523,C0216,2024-08-19,completed,342.85,0.0,0,342.85,1
O00524,C0216,2024-10-28,completed,349.26,0.0,0,349.26,4
O00525,C0217,2025-12-02,completed,303.94,30.39,0,273.55,6
O00526,C0218,2025-05-05,completed,168.48,25.27,0,143.21,4
O00527,C0218,2025-06-28,completed,136.64,6.83,7.99,137.8,3
O00528,C0219,2025-03-16,completed,230.35,34.55,7.99,203.79,4
O00529,C0220,2025-10-07,completed,223.25,33.49,7.99,197.75,1
O00530,C0220,2026-01-19,completed,116.22,5.81,0,110.41,5
O00531,C0221,2025-09-11,returned,301.04,0.0,4.99,306.03,1
O00532,C0222,2024-08-27,completed,135.58,0.0,0,135.58,6
O00533,C0222,2024-12-04,completed,224.02,11.2,0,212.82,5
O00534,C0223,2024-07-31,completed,160.42,24.06,7.99,144.35,4
O00535,C0223,2024-09-15,completed,357.33,35.73,0,321.6,2
O00536,C0224,2024-06-04,completed,327.18,16.36,4.99,315.81,1
O00537,C0224,2024-09-04,completed,217.9,0.0,0,217.9,1
O00538,C0225,2025-11-18,completed,38.95,3.9,0,35.05,1
O00539,C0225,2026-01-07,completed,38.01,3.8,4.99,39.2,3
O00540,C0225,2026-02-13,cancelled,404.41,40.44,0,363.97,6
O00541,C0226,2025-08-17,completed,36.3,3.63,0,32.67,1
O00542,C0226,2025-10-12,completed,236.08,0.0,0,236.08,4
O00543,C0226,2025-12-23,returned,115.96,5.8,7.99,118.15,6
O00544,C0227,2025-10-12,completed,105.73,0.0,0,105.73,6
O00545,C0228,2024-11-15,cancelled,429.87,0.0,0,429.87,6
O00546,C0229,2025-04-11,completed,71.39,0.0,0,71.39,2
O00547,C0230,2024-04-07,completed,280.17,0.0,4.99,285.16,4
O00548,C0230,2024-06-09,completed,158.18,7.91,4.99,155.26,2
O00549,C0230,2024-08-20,completed,387.39,0.0,7.99,395.38,5
O00550,C0231,2025-08-24,completed,442.17,44.22,0,397.95,2
O00551,C0231,2025-10-11,completed,357.06,53.56,4.99,308.49,6
O00552,C0231,2025-12-25,completed,175.03,26.25,0,148.78,4
O00553,C0231,2026-02-17,completed,418.07,62.71,0,355.36,5
O00554,C0232,2025-04-22,completed,116.2,0.0,0,116.2,5
O00555,C0232,2025-06-05,completed,442.82,22.14,0,420.68,4
O00556,C0232,2025-08-07,completed,49.11,2.46,4.99,51.64,6
O00557,C0232,2025-09-15,returned,446.33,0.0,4.99,451.32,6
O00558,C0232,2025-10-26,completed,44.56,6.68,0,37.88,1
O00559,C0232,2026-02-13,completed,302.51,45.38,0,257.13,1
O00560,C0233,2024-07-08,completed,360.14,54.02,0,306.12,5
O00561,C0233,2024-09-11,completed,407.5,20.38,7.99,395.11,1
O00562,C0234,2025-09-28,completed,106.22,0.0,0,106.22,5
O00563,C0236,2025-02-18,completed,210.14,21.01,0,189.13,2
O00564,C0236,2025-04-11,completed,448.07,22.4,0,425.67,6
O00565,C0236,2025-05-28,completed,166.29,24.94,4.99,146.34,5
O00566,C0236,2025-07-05,completed,255.56,38.33,0,217.23,1
O00567,C0237,2025-08-23,cancelled,441.49,22.07,4.99,424.41,1
O00568,C0238,2024-04-02,completed,369.53,55.43,4.99,319.09,3
O00569,C0239,2025-11-19,completed,328.61,16.43,7.99,320.17,4
O00570,C0240,2024-07-17,completed,71.08,7.11,4.99,68.96,1
O00571,C0240,2024-08-20,completed,427.12,21.36,7.99,413.75,6
O00572,C0240,2024-09-29,cancelled,39.44,5.92,7.99,41.51,2
O00573,C0240,2024-11-12,completed,346.11,17.31,7.99,336.79,1
O00574,C0240,2024-12-07,completed,401.0,20.05,0,380.95,2
O00575,C0240,2025-01-03,completed,192.32,19.23,0,173.09,6
O00576,C0240,2025-02-10,completed,235.5,23.55,0,211.95,6
O00577,C0241,2024-06-09,completed,58.86,0.0,7.99,66.85,3
O00578,C0242,2025-07-22,completed,371.79,0.0,4.99,376.78,4
O00579,C0242,2025-08-21,completed,215.09,21.51,0,193.58,3
O00580,C0242,2025-09-19,completed,343.73,0.0,0,343.73,4
O00581,C0242,2025-10-16,completed,263.3,13.17,0,250.13,4
O00582,C0242,2025-11-14,cancelled,56.6,5.66,4.99,55.93,6
O00583,C0242,2025-12-15,cancelled,138.53,0.0,0,138.53,2
O00584,C0242,2026-01-07,completed,446.91,22.35,0,424.56,4
O00585,C0243,2024-06-09,completed,162.18,8.11,0,154.07,4
O00586,C0243,2024-07-24,completed,161.28,16.13,0,145.15,3
O00587,C0243,2024-08-12,completed,54.74,0.0,0,54.74,6
O00588,C0243,2024-09-11,completed,151.27,0.0,4.99,156.26,4
O00589,C0243,2024-10-12,completed,75.21,0.0,7.99,83.2,2
O00590,C0244,2024-02-22,completed,194.38,0.0,0,194.38,5
O00591,C0244,2024-05-03,completed,413.55,20.68,0,392.87,1
O00592,C0244,2024-06-19,completed,231.79,11.59,7.99,228.19,1
O00593,C0244,2024-08-01,completed,330.32,33.03,0,297.29,6
O00594,C0245,2025-09-24,completed,240.44,0.0,0,240.44,5
O00595,C0246,2025-05-01,completed,280.73,0.0,7.99,288.72,6
O00596,C0246,2025-07-06,completed,157.99,15.8,7.99,150.18,2
O00597,C0247,2024-10-24,completed,441.71,22.09,7.99,427.61,6
O00598,C0247,2024-11-26,completed,427.77,42.78,0,384.99,5
O00599,C0248,2025-09-20,cancelled,438.22,0.0,4.99,443.21,3
O00600,C0248,2025-11-26,completed,220.11,33.02,0,187.09,4
O00601,C0249,2025-08-03,completed,211.95,31.79,4.99,185.15,5
O00602,C0249,2025-09-11,completed,191.82,0.0,0,191.82,6
O00603,C0249,2025-10-18,completed,69.69,3.48,7.99,74.2,1
O00604,C0249,2025-11-11,completed,70.26,3.51,4.99,71.74,4
O00605,C0249,2025-12-01,completed,99.12,0.0,7.99,107.11,6
O00606,C0249,2025-12-23,completed,77.67,7.77,0,69.9,4
O00607,C0250,2024-06-18,completed,376.46,0.0,4.99,381.45,1
O00608,C0250,2024-07-17,completed,151.95,0.0,7.99,159.94,3
O00609,C0250,2024-08-24,completed,108.9,10.89,7.99,106.0,4
O00610,C0250,2024-09-20,returned,154.11,0.0,0,154.11,6
O00611,C0250,2024-10-15,completed,197.1,29.56,0,167.54,4
O00612,C0250,2024-11-23,completed,194.02,29.1,7.99,172.91,5
O00613,C0250,2024-12-23,cancelled,132.61,0.0,0,132.61,1
O00614,C0250,2025-01-31,completed,135.64,6.78,0,128.86,1
